"name","new_name","file","exported"
"get_probables_mlb","","R/mlb_probables.R",TRUE
"get_retrosheet_data","","R/retrosheet_data.R",TRUE
"get_umpire_ids_petti","","R/load_umpire_ids.R",TRUE
"ggspraychart","","R/ggspraychart.R",TRUE
"label_statcast_imputed_data","","R/sch_label_statcast_imputed_data.R",TRUE
"linear_weights_savant","","R/metrics_linear_weights_savant.R",TRUE
"load_game_info_sup","","R/load_game_info_sup.R",TRUE
"load_umpire_ids","","R/load_umpire_ids.R",TRUE
"milb_batter_game_logs_fg","","R/fg_milb_batter_game_logs.R",TRUE
"milb_pitcher_game_logs_fg","","R/fg_milb_pitcher_game_logs.R",TRUE
"mlb_awards","","R/mlb_awards.R",TRUE
"mlb_baseball_stats","","R/mlb_baseball_stats.R",TRUE
"mlb_batting_orders","","R/mlb_batting_orders.R",TRUE
"mlb_conferences","","R/mlb_conferences.R",TRUE
"mlb_draft","","R/mlb_draft.R",TRUE
"mlb_event_types","","R/mlb_event_types.R",TRUE
"mlb_fielder_detail_types","","R/mlb_fielder_detail_types.R",TRUE
"mlb_game_info","","R/mlb_game_info.R",TRUE
"mlb_game_pks","","R/mlb_game_pks.R",TRUE
"mlb_game_status_codes","","R/mlb_game_status_types.R",TRUE
"mlb_pbp","","R/mlb_pbp.R",TRUE
"mlb_probables","","R/mlb_probables.R",TRUE
"mlb_roster_types","","R/mlb_rosters.R",TRUE
"mlb_rosters","","R/mlb_rosters.R",TRUE
"mlb_runner_detail_types","","R/mlb_runner_detail_types.R",TRUE
"mlb_schedule","","R/mlb_schedule.R",TRUE
"mlb_teams","","R/mlb_teams.R",TRUE
"mlb_venues","","R/mlb_venues.R",TRUE
"ncaa_baseball_pbp","","R/ncaa_baseball_pbp.R",TRUE
"ncaa_baseball_roster","","R/ncaa_baseball_roster.R",TRUE
"ncaa_game_logs","","R/ncaa_game_logs.R",TRUE
"ncaa_lineups","","R/ncaa_lineups.R",TRUE
"ncaa_park_factor","","R/ncaa_park_factor.R",TRUE
"ncaa_schedule_info","","R/ncaa_schedule_info.R",TRUE
"ncaa_school_id_lu","","R/ncaa_school_id_lu.R",TRUE
"ncaa_scrape","","R/ncaa_scrape.R",TRUE
"pitcher_game_logs_fg","","R/fg_pitcher_game_logs.R",TRUE
"playerid_lookup","","R/chadwick_playerid_lookup.R",TRUE
"playername_lookup","","R/chadwick_playername_lookup.R",TRUE
"process_statcast_payload","","R/sch_process_statcast_payload.R",TRUE
"retrosheet_data","","R/retrosheet_data.R",TRUE
"run_expectancy_code","","R/metrics_run_expectancy_code.R",TRUE
"school_id_lu","","R/ncaa_school_id_lu.R",TRUE
"scrape_savant_leaderboards","","R/sc_statcast_leaderboards.R",TRUE
"scrape_statcast_savant","","R/sc_statcast_search.R",TRUE
"scrape_statcast_savant.Date","","R/sc_statcast_search.R",TRUE
"scrape_statcast_savant.default","","R/sc_statcast_search.R",TRUE
"scrape_statcast_savant_batter","","R/sc_statcast_search.R",TRUE
"scrape_statcast_savant_batter_all","","R/sc_statcast_search.R",TRUE
"scrape_statcast_savant_pitcher","","R/sc_statcast_search.R",TRUE
"scrape_statcast_savant_pitcher_all","","R/sc_statcast_search.R",TRUE
"standings_on_date_bref","","R/bref_standings_on_date.R",TRUE
"statcast_leaderboards","","R/sc_statcast_leaderboards.R",TRUE
"statcast_search","","R/sc_statcast_search.R",TRUE
"statcast_search.default","","R/sc_statcast_search.R",TRUE
"statcast_search_batters","","R/sc_statcast_search.R",TRUE
"statcast_search_pitchers","","R/sc_statcast_search.R",TRUE
"statline_from_statcast","","R/sch_statline_from_statcast.R",TRUE
"team_consistency","","R/metrics_team_consistency.R",TRUE
"team_results_bref","","R/bref_team_results.R",TRUE
"woba_plus","","R/metrics_woba_plus.R",TRUE
